"(<Abstr_type.A_STAR: 2>, 0.0, <Corr_type.UNI_RAND: 1>, 0.05, 0)","[('(10,6)', '18', '28'), ('(11,3)', '1', '13'), ('(1,2)', '29', '40'), ('(3,1)', '16', '13'), ('(8,3)', '23', '6')]"
"(<Abstr_type.PI_STAR: 3>, 0.0, <Corr_type.UNI_RAND: 1>, 0.05, 0)","[('(10,6)', '3', '2'), ('(11,3)', '3', '4'), ('(1,2)', '3', '4'), ('(3,1)', '3', '2'), ('(8,3)', '3', '1')]"
"(<Abstr_type.Q_STAR: 1>, 0.0, <Corr_type.UNI_RAND: 1>, 0.05, 0)","[('(10,6)', '48', '25'), ('(11,3)', '23', '37'), ('(1,2)', '80', '32'), ('(3,1)', '5', '47'), ('(8,3)', '27', '38')]"
"(<Abstr_type.A_STAR: 2>, 0.0, <Corr_type.UNI_RAND: 1>, 0.05, 1)","[('(10,6)', '18', '39'), ('(5,1)', '21', '4'), ('(4,7)', '23', '1'), ('(1,8)', '25', '18'), ('(11,9)', '26', '7')]"
"(<Abstr_type.PI_STAR: 3>, 0.0, <Corr_type.UNI_RAND: 1>, 0.05, 1)","[('(10,6)', '3', '1'), ('(5,1)', '3', '2'), ('(4,7)', '3', '2'), ('(1,8)', '2', '1'), ('(11,9)', '3', '2')]"
"(<Abstr_type.Q_STAR: 1>, 0.0, <Corr_type.UNI_RAND: 1>, 0.05, 1)","[('(10,6)', '48', '68'), ('(5,1)', '84', '42'), ('(4,7)', '78', '69'), ('(1,8)', '70', '86'), ('(11,9)', '82', '64')]"
"(<Abstr_type.A_STAR: 2>, 0.0, <Corr_type.UNI_RAND: 1>, 0.05, 2)","[('(4,2)', '21', '9'), ('(2,9)', '4', '28'), ('(10,4)', '19', '34'), ('(3,7)', '32', '17'), ('(2,8)', '35', '32')]"
"(<Abstr_type.PI_STAR: 3>, 0.0, <Corr_type.UNI_RAND: 1>, 0.05, 2)","[('(4,2)', '3', '2'), ('(2,9)', '1', '3'), ('(10,4)', '4', '3'), ('(3,7)', '3', '2'), ('(2,8)', '2', '1')]"
"(<Abstr_type.Q_STAR: 1>, 0.0, <Corr_type.UNI_RAND: 1>, 0.05, 2)","[('(4,2)', '2', '69'), ('(2,9)', '69', '1'), ('(10,4)', '4', '48'), ('(3,7)', '6', '89'), ('(2,8)', '85', '23')]"
"(<Abstr_type.A_STAR: 2>, 0.0, <Corr_type.UNI_RAND: 1>, 0.05, 3)","[('(2,8)', '35', '38'), ('(8,10)', '5', '7'), ('(9,7)', '18', '5'), ('(8,3)', '23', '14'), ('(8,5)', '9', '5')]"
